RSI,open_high,open_low,open_close,color
-1.5231209029587374,0.011388636954807355,-0.0018561272614385045,0.011180870640868817,0
-2.543929596839426,0.010032849839235958,-0.014481556671590819,0.007470672938036736,1
-2.5585276913757307,0.008835921335958993,-0.003864688390988653,0.00848102089887486,1
-2.2150906156702024,0.0,-0.028022511931566362,-0.020620950792903138,1
-1.8882422837559296,0.001559042171304229,-0.010533494639129826,-0.0016454053718098674,0
-1.1882411150881695,0.011001932547310881,-0.012319577088264195,-0.011028312893630701,0
0.4359909590785846,0.0013573480660889873,-0.019272404544714246,-0.013962378747705152,0
-0.08517103171280574,0.002909105312339929,-0.002782468711280862,0.0019387785121795119,0
0.23415289641388615,0.0030747521861034894,-0.0005214612659975177,0.0010705039300146072,1
0.10268240694069816,0.001755841861149934,-0.001573658249282191,0.0009736140764190205,1
0.6475756912085602,0.0018731738664179382,-0.006786341588247255,-0.0039053317641358776,1
0.7507263780735823,0.0010563658668080254,-0.0026087768091780034,0.00028356070312965273,0
0.648783852548829,0.00502907634724342,-0.0010017420991826201,0.004308559994988782,1
0.45594127095131337,0.001972085288005876,-0.003138247444503429,-8.387741691433531e-05,1
0.8585782523300126,0.0035446909574694415,-0.0036922922119172817,-0.0033832640136070694,0
0.7088851842997143,0.002751914300615143,-0.004530431315953602,0.001139681605758734,0
1.4538762781100223,0.0008107453169697528,-0.0037527776069480414,-0.0036990202471364614,1
1.6298296405570447,0.001804776113576804,-0.002160203593798242,-0.0005005389475803278,0
1.7176560841009365,0.0,-0.002577029057830151,-0.0002020596652486032,0
1.3825509397109406,0.007159268599673313,-0.00014889741738778413,0.007094425819391337,0
0.9786056385388929,0.005131286752054286,-0.0012556474525149217,0.005117591100627327,1
0.7130417601025035,0.0048967857688188765,-0.0014468775723562534,0.0003068044092080028,1
0.30651111886034754,0.003089980616774846,-0.002228195869854907,0.0021841287135742006,1
0.9243322767765596,0.0001304235681260391,-0.003382497975472176,-0.0010992843599194721,1
1.1158164593541873,0.0030914572303225836,-0.005003020349675756,0.002023582175656685,0
1.0369667171675259,0.004982040259857832,-3.282608399688039e-05,0.004982040259857832,1
0.7747331072960217,0.002546122696854591,-0.0032515131170368227,0.0025131580442924297,1
1.2142096196979433,0.0031627861183214897,-0.007074889753394847,-0.003298894420075955,1
0.7618126668487947,0.0012185215989652404,-0.0031444193434819936,-0.0002243409671191597,0
0.5322056730678665,0.0031488606347750644,-0.002201817786446615,0.00010780538795213408,0
0.9080565281511765,0.002278966993562179,-0.0023718487184001165,-0.0023534197450674993,1
1.6455670374971267,0.0007744053001162887,-0.007629514442927732,-0.0068603688336101275,0
1.639951904221369,0.002952381517517886,-0.0001586486818383876,-2.6302389767566073e-06,0
1.750364078934639,0.005916082672045825,-0.001616875674982508,-0.0011210911240811582,0
1.6593826441187494,0.004997115942191548,-0.004713654774757022,0.0032922462397677833,0
1.4480232685082015,0.00300450429137086,-0.0028353697913838043,0.000522450596580445,1
1.0292983356036434,0.01137328737498672,-4.274295972727898e-05,0.009022809661696305,1
0.7817254193016188,0.002192770007922277,-0.002249399011532888,0.0001532066381081067,1
0.7139306663735823,0.0032949346449028132,-0.0033850430823560295,0.0005081230779477598,1
0.636182667170793,0.00422364156893317,-0.0015834656757566375,0.002681958837750424,1
0.6470060400066724,0.0016051581093871421,-0.0031351634770671486,-0.0013621463235939913,1
1.0865201118284982,0.002600403601296989,-0.00694104683615652,-0.005044958918381653,0
0.9694473999854567,0.004614322791067824,-0.0013763854439147031,-0.001055606248666232,0
0.48176337213581494,0.011798385474370806,0.0,0.008351939644407676,0
0.0915397790356286,0.009107345757432923,-0.0019320816720346987,0.005992424148436338,1
-0.15890017298578993,0.003680020431417172,-0.0030419197673962036,0.003480032218773306,1
-1.6534959093513706,0.015260663475592904,0.0,0.014796381000267074,1
-2.2543339495673274,0.004230770126082383,-0.006024524159131243,-0.0004180762393953508,1
